S#,Date,Time,Location,City,Province,Al-Qaeda,Taliban,Civilians Min,Civilians Max,Foreigners Min,Foreigners Max,Total Died Min,Total Died Mix,Injured Min,Injured Max,Women/Children  ,Special Mention (Site),Comments,References,Longitude,Latitude,Temperature(C),Temperature(F)
263,"Friday, September 23, 2011",,Khushali Area- Mir Ali,North Waziristan,FATA,,,3,5,,,3,5,,4,N,,,http://www.dawn.com/2011/09/23/us-drone-strike-kills-three-in-north-waziristan-2.html   http://tribune.com.pk/story/258959/drone-strike-kills-5-in-n-waziristan-3/  http://www.thenews.com.pk/TodaysPrintDetail.aspx?ID=9078&Cat=13,70.1455,32.9746,18.985,66.173
264,"Tuesday, September 27, 2011",22:45,Azam warsak,South Waziristan,FATA,,4,,2,,,2,4,,4,,,,http://edition.cnn.com/2011/09/27/world/asia/pakistan-drone-attack/  http://www.dawn.com/2011/09/28/drone-kills-three-in-waziristan.html  http://tribune.com.pk/story/261760/drone-strike-kills-2-in-s-waziristan/,69.9,33.0333,21.325,70.385
265,"Friday, September 30, 2011",,Baghar,South Waziristan,FATA,,,,,,,3,4,,,,,, http://nation.com.pk/pakistan-news-newspaper-daily-english-online/Politics/30-Sep-2011/At-least-four-people-killed-in-US-drone-attack-in-South-Waziristan  http://tribune.com.pk/story/263901/drone-strike-kills-3-in-s-waziristan/  http://www.dawn.com/2011/09/30/us-drone-kills-three-militants-in-south-waziristan.html,69.9,33.0333,19.91,67.838
266,"Thursday, October 13, 2011",,Danda Darpakhel,North Waziristan,FATA,,6,,,,,4,6,,6,,,,http://www.dawn.com/2011/10/13/us-drone-strike-kills-four-in-pakistan.html    http://edition.cnn.com/2011/10/13/world/asia/pakistan-drone/    http://www.bbc.co.uk/news/world-south-asia-15285117,70.1455,32.9746,14.685,58.433
267,"Thursday, October 27, 2011",,Azam Warsak,South Waziristan,FATA,,6,,,,,4,6,3,4,,,,http://www.dawn.com/2011/10/27/six-killed-in-south-waziristan-drone-attack.html    http://www.thenews.com.pk/NewsDetail.aspx?ID=25453&title=5-Taliban-commanders-killed-in-SWA   http://nation.com.pk/pakistan-news-newspaper-daily-english-online/Politics/27-Oct-2011/At-least-six-killed-four-injured-in-US-drone-attack-in-South-Waziristan,69.9,33.0333,13.905,57.029
268,"Sunday, October 30, 2011",,Datta Khel,North Waziristan,FATA,,,4,6,,,4,6,,2,,,,http://www.dawn.com/2011/10/31/six-killed-in-us-drone-attack.html    http://www.thenews.com.pk/TodaysPrintDetail.aspx?ID=9973&Cat=13     http://nation.com.pk/pakistan-news-newspaper-daily-english-online/Politics/30-Oct-2011/At-least-6-people-killed-in-US-drone-attack-in-North-Waziristan,70.1455,32.9746,13.77,56.786
269,"Thursday, November 03, 2011",,Darpakhel Sarai,North Waziristan,FATA,,3,,,,,2,3,,3,,,,http://tribune.com.pk/story/287012/us-drones-kill-three-in-n-waziristan/     http://www.dawn.com/2011/11/03/us-drones-kill-three-haqqani-militants-in-north-waziristan.html     http://www.dailytimes.com.pk/default.asp?page=2011%5C11%5C04%5Cstory_4-11-2011_pg1_3,70.1455,32.9746,12.505,54.509
270,"Tuesday, November 15, 2011",,Miranshah,North Waziristan,FATA,,6,,,,,,6,2,3,,,,http://www.dawn.com/2011/11/15/drone-kills-six-suspected-militants-in-north-waziristan.html    http://www.thenews.com.pk/NewsDetail.aspx?ID=26556&title=Drone-kills-five-in-North-Waziristan      http://nation.com.pk/pakistan-news-newspaper-daily-english-online/Politics/16-Nov-2011/US-drone-kills-seven-in-NWA,70.1455,32.9746,12.125,53.825
271,"Wednesday, November 16, 2011",,Babar Ghar- Sararogha,South Waziristan,FATA,,22,,,,,17,22,,6,,,,http://www.dawn.com/2011/11/16/drone-strike-kills-eight-in-south-waziristan.html    http://www.thenewstribe.com/2011/11/16/us-drone-kills-six-in-south-waziristan/#.Tso_Zz33VuN    http://nation.com.pk/pakistan-news-newspaper-daily-english-online/Politics/16-Nov-2011/At-least-eight-people-killed-in-US-drone-attack-in-South-Waziristan,69.9,33.0333,11.345,52.421
272,"Thursday, November 17, 2011",,Shawal,North Waziristan,FATA,,7,,,,,,7,,,,,,http://www.dawn.com/2011/11/17/suspected-us-missiles-kill-seven-in-north-waziristan.html    http://nation.com.pk/pakistan-news-newspaper-daily-english-online/Regional/Islamabad/17-Nov-2011/Suspected-US-missiles-kill-7-in-Nwaziristan    http://edition.cnn.com/2011/11/17/world/asia/pakistan-drones/,70.1455,32.9746,11.97,53.546
273,"Tuesday, January 10, 2012",,Miranshah,North Waziristan,FATA,,,,,,,,4,,,,,,http://www.telegraph.co.uk/news/worldnews/asia/pakistan/9006298/US-drone-attack-kills-four-militants-in-Pakistan.html  http://edition.cnn.com/2012/01/10/world/asia/pakistan-drone-strike/index.html?hpt=hp_t3,70.1455,32.9746,0.305,32.549
274,"Sunday, October 30, 2011",,Doga area of Dattakhel- 15 km east of miranshah,North Waziristan,FATA,,,4,6,,,4,6,,2,,,,http://www.aljazeera.com/news/asia/2011/10/201110307584794254.html  http://www.express.com.pk/epaper/PoPupwindow.aspx?newsID=1101366960&Issue=NP_LHE&Date=20111031  http://www.dawn.com/2011/10/31/six-killed-in-us-drone-attack.html,70.1455,32.9746,13.77,56.786
275,"Monday, October 31, 2011",,Naurak mirali,North Waziristan,FATA,,,2,4,,,2,4,,5,,,,http://edition.cnn.com/2011/10/31/world/asia/pakistan-drone-strike/   http://www.dawn.com/2011/10/31/us-missiles-kill-four-in-north-waziristan.html  http://www.express.com.pk/epaper/PoPupwindow.aspx?newsID=1101367655&Issue=NP_LHE&Date=20111101  http://www.thenews.com.pk/TodaysPrintDetail.aspx?ID=9999&Cat=13,70.1455,32.9746,13.95,57.11
276,"Thursday, November 03, 2011",,Darpakhel sarai,North Waziristan,FATA,,,,3,,,,3,,5,,,,http://www.express.com.pk/epaper/PoPupwindow.aspx?newsID=1101369819&Issue=NP_LHE&Date=20111104  http://www.dailytimes.com.pk/default.asp?page=2011\11\04\story_4-11-2011_pg1_3  http://www.dawn.com/2011/11/03/us-drones-kill-three-haqqani-militants-in-north-waziristan.html,70.1455,32.9746,12.505,54.509
277,"Tuesday, November 15, 2011",,Miranshah Bazar,North Waziristan,FATA,,,6,7,,,6,7,,4,,,,http://www.express.com.pk/epaper/PoPupwindow.aspx?newsID=1101377979&Issue=NP_LHE&Date=20111116  http://www.dawn.com/2011/11/15/drone-kills-six-suspected-militants-in-north-waziristan.html  http://tribune.com.pk/story/292105/us-drone-strike-kills-three-militants-in-pakistan-officials/,70.1455,32.9746,12.125,53.825
278,"Wednesday, November 16, 2011",,Baber Ghar area,South Waziristan,FATA,,,15,18,,,15,18,,,,,,http://www.express.com.pk/epaper/PoPupwindow.aspx?newsID=1101378721&Issue=NP_LHE&Date=20111117  http://www.dawn.com/2011/11/16/drone-strike-kills-eight-in-south-waziristan.html  http://tribune.com.pk/story/292669/drone-strike-in-south-waziristan-kills-at-least-6-people/,69.9,33.0333,11.345,52.421
279,"Thursday, November 17, 2011",,Ramzak area,North Waziristan,FATA,,,6,9,,,6,9,,4,,,,http://edition.cnn.com/2011/11/17/world/asia/pakistan-drones/  http://www.express.com.pk/epaper/PoPupwindow.aspx?newsID=1101379492&Issue=NP_LHE&Date=20111118   http://www.longwarjournal.org/archives/2011/11/us_predators_kill_7_4.php,70.1455,32.9746,11.97,53.546
280,"Tuesday, January 10, 2012",,Miranshah,North Waziristan,FATA,,,,4,,,,4,,,N,Missiles were fired at a suspected militant compound,first drone attack after more thn a month long lull,http://www.telegraph.co.uk/news/worldnews/asia/pakistan/9006298/US-drone-attack-kills-four-militants-in-Pakistan.html  http://edition.cnn.com/2012/01/10/world/asia/pakistan-drone-strike/index.html?hpt=hp_t3,70.1455,32.9746,0.305,32.549
281,"Thursday, January 12, 2012",19:00,Dogga village- Datta khel tehsil- 45 km west of miranshah,North Waziristan,FATA,,,,,,6,4,6,,2,N,Missiles were fired on vehicle,The strike came two days after a similar attack killed four militants in north waziristan,http://tribune.com.pk/story/320437/us-drone-strike-kills-four-militants-officials/  http://www.thenews.com.pk/TodaysPrintDetail.aspx?ID=87944&Cat=6&dt=1/17/2012  http://www.dawn.com/2012/01/12/us-drone-strike-kills-four-militants-officials.html,70.1455,32.9746,2.885,37.193
282,"Monday, January 23, 2012",,Muhammad khel village,North Waziristan,FATA,,,,2,,,,2,,,N,,,http://www.thenews.com.pk/TodaysPrintDetail.aspx?ID=11974&Cat=13  http://tribune.com.pk/story/325870/four-killed-in-north-waziristan-drone-strike-2/,70.1455,32.9746,-3.435,25.817
283,"Monday, January 23, 2012",,Deegan village,North Waziristan,FATA,,,2,3,,,2,3,,,N,,,http://www.thenews.com.pk/TodaysPrintDetail.aspx?ID=11974&Cat=13  http://tribune.com.pk/story/325870/four-killed-in-north-waziristan-drone-strike-2/,70.1455,32.9746,-3.435,25.817
284,"Wednesday, February 08, 2012",7:00,Tappi- 10KM southeast of Miranshah,North Waziristan,FATA,,,,10,,,,10,,,N,Trageted a house used by Militants,, http://www.bbc.co.uk/urdu/pakistan/2012/02/120208_drone_attack_spilgah_zs.shtml  http://tribune.com.pk/story/333752/north-waziristan-us-drone-strike-kills-10/  http://www.geo.tv/GeoDetail.aspx?ID=34414  ,70.1455,32.9746,-3.585,25.547
285,"Thursday, February 09, 2012",6:30,Miranshah,North Waziristan,FATA,4,,,4,,,,4,,,N,Badar Mansoor-Al Qaeda's Chief was killed in misile attack,Followed a drone attack earlier on Feb9- 2012,http://tribune.com.pk/story/333840/drone-strike-kills-four-in-n-waziristan-officials/  http://www.bbc.co.uk/news/mobile/world-asia-16960948  http://www.dawn.com/2012/02/09/us-drone-strike-kills-four-in-pakistan-officials.html,70.1455,32.9746,-1.61,29.102
286,"Thursday, February 16, 2012",6:30,Spagla Town Near Miranshah,North Waziristan,FATA,,,,5,,,,5,,,N,Several Were wounded but exact number is not established,,http://www.bbc.co.uk/news/world-asia-17053995  http://tribune.com.pk/story/337310/us-drone-strike-kills-five-militants-in-pakistan-officials/  http://www.dawn.com/2012/02/16/eight-foreigners-killed-in-second-north-waziristan-drone-strike.html,70.1455,32.9746,-1.67,28.994
287,"Thursday, February 16, 2012",6:45,Spagla Town Near Miranshah,North Waziristan,FATA,,,4,7,,8,12,15,,,N,Several Were wounded but exact number is not established,,http://www.bbc.co.uk/news/world-asia-17053995  http://tribune.com.pk/story/337310/us-drone-strike-kills-five-militants-in-pakistan-officials/  http://www.dawn.com/2012/02/16/eight-foreigners-killed-in-second-north-waziristan-drone-strike.html,70.1455,32.9746,-1.67,28.994
288,"Tuesday, March 13, 2012",7:15,Birmal area of South Waziristan,South Waziristan,FATA,0,8,,,,,7,8,,2,N,Two Important Commanders of Mullah Nazir Group Died in attack,, http://www.dawn.com/2012/03/14/us-drones-kill-14.html  http://tribune.com.pk/story/349405/drone-strike-kills-5-in-north-waziristan-2/  http://www.thenewstribe.com/2012/03/13/us-drones-kill-15-in-pakistans-tribal-region/#.T2lxbdk78vU,69.9,33.0333,3.66,38.588
289,"Tuesday, March 13, 2012",,Surra Khawra area of Shawal South Waziristan,South Waziristan,FATA,0,7,,,,,,,,,N,Took place when Pakistani Foreign Minister was addressing about Drones,, http://www.dawn.com/2012/03/14/us-drones-kill-14.html  http://tribune.com.pk/story/349405/drone-strike-kills-5-in-north-waziristan-2/  http://www.thenewstribe.com/2012/03/13/us-drones-kill-15-in-pakistans-tribal-region/#.T2lxbdk78vU,69.9,33.0333,3.66,38.588
290,"Friday, March 09, 2012",,Mandao area on the boarder od North and South Waziristan,South Waziristan,FATA,1,12,,,,,8,13,,,N,One leader of Alqaeeda Died,,http://tribune.com.pk/story/347707/drone-strike-kills-4-2/  http://www.bbc.co.uk/news/world-asia-17312913  http://www.dawn.com/2012/03/09/us-drone-attacks-kill-13-in-south-waziristan.html,69.9,33.0333,4.17,39.506
291,"Friday, March 30, 2012",3:00,Market in Miranshah North Waziristan,North Waziristan,FATA,0,0,,4,,,,4,,2,N,2 Drones were fired,,http://tribune.com.pk/story/357721/north-waziristan-us-drone-strike-kills-4-militants/  http://www.thenews.com.pk/Todays-News-13-13555-US-drone-strike-kills-four-in-NWA   http://www.dawn.com/2012/03/31/us-drone-kills-4-in-waziristan.html,70.1455,32.9746,18.035,64.463
292,"Sunday, April 29, 2012",,Miranshah,North Waziristan,Fata,0,0,0,0,3,4,3,4,2,3,N,2 Drones Fired on an Abandoned School- Used by Suspected Militants,First drone strike in almost a month,http://www.express.com.pk/epaper/PoPupwindow.aspx?newsID=1101510840&Issue=NP_LHE&Date=20120430  http://www.dailytimes.com.pk/default.asp?page=2012\04\30\story_30-4-2012_pg7_2  http://www.nation.com.pk/pakistan-news-newspaper-daily-english-online/national/30-Apr-2012/drone-attack-follows-failed-pak-us-talks,70.1455,32.9746,14.565,58.217
293,"Saturday, May 05, 2012",,Shawal area- 70km west of Miranshah,North Waziristan,FATA,0,0,0,0,0,10,0,10,0,8,Y,2 Drones fired at a compound ,,http://www.dailytimes.com.pk/default.asp?page=2012\05\06\story_6-5-2012_pg1_4  http://tribune.com.pk/story/374723/the-drone-war-islamabad-fumes-as-drones-continue-to-hit-targets/  http://www.express.com.pk/epaper/PoPupwindow.aspx?newsID=1101515378&Issue=NP_LHE&Date=20120506,70.1455,32.9746,18.455,65.219
294,"Wednesday, May 23, 2012",,Miranshah,North Waziristan,FATA,0,0,4,5,0,0,4,5,,,N,Two Missiles were Fired on a house,First U.S. Drone attack following the Chicago Summit,http://tribune.com.pk/story/383481/us-drones-kill-four-militants-in-miramshah/  http://www.nation.com.pk/pakistan-news-newspaper-daily-english-online/national/23-May-2012/five-people-killed-in-us-drone-strike-in-north-waziristan  http://www.nawaiwaqt.com.pk/E-Paper/Lahore/2012-05-24/page-1/detail-4,70.1455,32.9746,19.69,67.442
295,"Thursday, May 24, 2012",5:30,Mir Ali,North Waziristan,FATA,0,0,2,10,4,8,2,10,,,N,,,http://www.nation.com.pk/pakistan-news-newspaper-daily-english-online/national/25-May-2012/us-drone-strike-hits-mosque-10-killed  http://tribune.com.pk/story/383552/us-drone-strike-kills-10-in-northwest-pakistan/http://www.express.com.pk/epaper/PoPupwindow.aspx?newsID=1101530586&Issue=NP_LHE&Date=20120525  ,70.1455,32.9746,20.055,68.099
296,"Saturday, May 26, 2012",4:00,Miranshah,North Waziristan,FATA,0,0,1,4,2,3,3,4,,,N,Two Missiles fired on a House,,http://tribune.com.pk/story/384804/despite-sovereignty-mantra-four-militants-killed-in-north-waziristan-drone-strike/  http://www.nation.com.pk/pakistan-news-newspaper-daily-english-online/national/26-May-2012/four-people-killed-in-us-drone-strike-in-north-waziristan  http://www.dailytimes.com.pk/default.asp?page=2012\05\27\story_27-5-2012_pg7_7  http://www.express.com.pk/epaper/PoPupwindow.aspx?newsID=1101532153&Issue=NP_LHE&Date=20120527,70.1455,32.9746,17.54,63.572
297,"Monday, May 28, 2012",9:00,HassoKhel Town- 25km East of Miranshah,North Waziristan,FATA,0,0,5,8,0,0,5,8,,,N,Trageted A Militant Compound,,http://dawn.com/2012/05/28/us-drone-strike-kills-3-militants-in-north-waziristan-officials/  http://www.nation.com.pk/pakistan-news-newspaper-daily-english-online/national/29-May-2012/us-drone-strike-kills-4-in-nwa  http://www.express.com.pk/epaper/PoPupwindow.aspx?newsID=1101533824&Issue=NP_LHE&Date=20120529  http://www.dailytimes.com.pk/default.asp?page=2012\05\29\story_29-5-2012_pg7_4,70.1455,32.9746,22.44,72.392
298,"Monday, May 28, 2012",,Datta Khel District- 30km West of Miranshah,North Waziristan,FATA,0,0,3,4,0,0,3,4,,,N,Two Missiles were Fired on A Militant Vehicle ,,http://dawn.com/2012/05/28/us-drone-strike-kills-3-militants-in-north-waziristan-officials/  http://www.nation.com.pk/pakistan-news-newspaper-daily-english-online/national/29-May-2012/us-drone-strike-kills-4-in-nwa  http://www.express.com.pk/epaper/PoPupwindow.aspx?newsID=1101533824&Issue=NP_LHE&Date=20120529  http://www.dailytimes.com.pk/default.asp?page=2012\05\29\story_29-5-2012_pg7_4,70.1455,32.9746,22.44,72.392
299,"Saturday, June 02, 2012",8:30,Khawashikhel Village- 5km West of Wana,South Waziristan,FATA,0,3,0,0,0,0,2,3,,,N,Rahmanullah Gangi Khail- Brother of Muhammad Wali- Commander of Mullah Nazir Group- Died,,http://tribune.com.pk/story/388037/drone-strike-militant-chiefs-brother-associate-killed-in-wana/  http://www.dailytimes.com.pk/default.asp?page=2012\06\03\story_3-6-2012_pg7_4http://www.express.com.pk/epaper/PoPupwindow.aspx?newsID=1101537662&Issue=NP_LHE&Date=20120603  ,69.9,33.0333,23.49,74.282
300,"Sunday, June 03, 2012",,Wacha Dana- 10km West of Wana,South Waziristan,FATA,0,11,0,0,0,0,6,11,0,2,N,Commander Malang Jan and Ghulam Khan of Mullah Nazir Group Died,,http://www.express.com.pk/epaper/PoPupwindow.aspx?newsID=1101538566&Issue=NP_LHE&Date=20120604  http://tribune.com.pk/story/388125/us-drones-kill-five-militants-in-south-waziristan-officials/http://www.dailytimes.com.pk/default.asp?page=2012\06\04\story_4-6-2012_pg1_6  ,69.9,33.0333,23.795,74.831
301,"Monday, June 04, 2012",3:30,Heshokhel Village- 3km East of Mirali,North Waziristan,FATA,1,0,0,14,0,0,0,15,0,5,N,Al-Qaeda's Second-in-command Abu Yahya al-Libi was the target - Death Confirmed,,http://www.bbc.co.uk/news/world-asia-18327634  http://www.express.com.pk/epaper/PoPupwindow.aspx?newsID=1101539372&Issue=NP_LHE&Date=20120605  http://tribune.com.pk/story/388902/deadliest-attack-us-drone-strike-kills-15-in-north-waziristan/  http://dawn.com/2012/06/05/15-killed-in-us-drone-attack/  http://www.bbc.co.uk/news/world-asia-18334377,70.1455,32.9746,24.5,76.1
302,"Wednesday, June 13, 2012",,Isha Village- 10km East of Miranshah,North Waziristan,FATA,0,0,3,4,0,0,3,4,,,N,Drone Targeted a Vehicle,,http://www.express.com.pk/epaper/PoPupwindow.aspx?newsID=1101546653&Issue=NP_LHE&Date=20120614  http://www.dailytimes.com.pk/default.asp?page=2012\06\14\story_14-6-2012_pg7_26  http://www.nation.com.pk/pakistan-news-newspaper-daily-english-online/national/13-Jun-2012/us-drone-strike-kills-three-militants-in-nwaziristan-officials,70.1455,32.9746,20.78,69.404
303,"Thursday, June 14, 2012",3:15,Miranshah Bazaar,North Waziristan,FATA,0,0,2,4,0,0,2,4,0,2,N,Two Missiles fired on a Building,,http://www.express.com.pk/epaper/PoPupwindow.aspx?newsID=1101547243&Issue=NP_LHE&Date=20120615  http://www.dailytimes.com.pk/default.asp?page=2012\06\15\story_15-6-2012_pg7_5  http://tribune.com.pk/story/393523/us-drone-kills-three-militants-in-pakistan-officials/  http://www.thenews.com.pk/Todays-News-13-15376-Two-killed-in-NWA-drone-attack,70.1455,32.9746,22.495,72.491
304,"Tuesday, June 26, 2012",2:00,Shawal Area- 50km Southwest of Miranshah,North Waziristan,FATA,0,5,0,0,0,0,0,5,0,3,N,Those Killed were Fighters Linked with Local Warlord Hafiz Gul Bahadur,Hafiz Gul Bahadur- Allied with Afghan Taliban,http://www.dailytimes.com.pk/default.asp?page=2012\06\27\story_27-6-2012_pg7_10  http://www.express.com.pk/epaper/PoPupwindow.aspx?newsID=1101557052&Issue=NP_LHE&Date=20120627  http://dawn.com/2012/06/26/us-drone-strike-kills-at-least-five-in-north-waziristan/,70.1455,32.9746,23.33,73.994
305,"Sunday, July 01, 2012",,Shawal District- 50km Southwest of Miranshah,North Waziristan,FATA,0,8,0,0,0,0,0,8,0,0,N,The Attack Killed Fighters Loyal to Militant Commander Hafiz Gul Bahadur,,Dawn News 01-Jul-2012/PBC-DWN-01-Jul-2012   Daily Jang 01-Jul-2012/PBC-DJN-01-Jul-2012  http://dawn.com/2012/07/01/us-drone-strike-kills-six-militants-in-pakistan-officials/,70.1455,32.9746,25.605,78.089
306,"Friday, July 06, 2012",20:45,Zoi Nari- Tehsil Dattakhel,North Waziristan,FATA,0,0,4,17,0,0,4,17,2,3,N,Six Missiles hit a House,,http://dunyanews.tv/index.php?key=Q2F0SUQ9MiNOaWQ9ODg3MDE=  http://dawn.com/2012/07/07/twenty-die-in-double-drone-attack/  http://www.express.com.pk/epaper/PoPupwindow.aspx?newsID=1101564689&Issue=NP_LHE&Date=20120707,70.1455,32.9746,27.415,81.347
307,"Friday, July 06, 2012",22:30,Zoi Nari- Tehsil Dattakhel,North Waziristan,FATA,0,0,3,18,0,0,3,18,0,2,N,,,http://dunyanews.tv/index.php?key=Q2F0SUQ9MiNOaWQ9ODg3MDE=  http://dawn.com/2012/07/07/twenty-die-in-double-drone-attack/  http://www.express.com.pk/epaper/PoPupwindow.aspx?newsID=1101564689&Issue=NP_LHE&Date=20120707,70.1455,32.9746,27.415,81.347
308,"Monday, July 23, 2012",23:00,Dray Nashtar Village- 65km West of Miranshah,North Waziristan,FATA,0,0,10,12,0,0,10,12,0,0,N,Six to Eight Missiles were fired at a Compound,,Dawn News 24-Jul-2012/PBC-DWN-24-Jul-2012  Express Tribune 24-Jul-2012/PBC-EXT-24-Jul-2012  http://www.dailytimes.com.pk/default.asp?page=2012\07\24\story_24-7-2012_pg7_5  http://www.express.com.pk/epaper/PoPupwindow.aspx?newsID=1101578666&Issue=NP_LHE&Date=20120724  ,70.1455,32.9746,26.555,79.799
309,"Sunday, July 29, 2012",18:30,Khushali Turkhel Village- 35km East of Miranshah,North Waziristan,FATA,0,0,0,0,0,7,0,7,0,0,N,Six Missiles hit a compound,Killed included Uzbek Militants,Express Tribune 30-Jul-2012/PBC-EXT-30-Jul-2012  http://www.express.com.pk/epaper/PoPupwindow.aspx?newsID=1101583492&Issue=NP_LHE&Date=20120730  http://dawn.com/2012/07/30/drone-attack-kills-seven-uzbeks/,70.1455,32.9746,25.67,78.206
310,"Saturday, August 18, 2012",13:30,Shuwedar Village,North Waziristan,FATA,0,6,0,6,0,0,6,12,0,3,N,Two Missiles Fired Targetting a House and a Vehicle,,http://tribune.com.pk/story/424067/targeted-attack-6-killed-in-waziristan-drone-strike/  http://www.dailytimes.com.pk/default.asp?page=2012\08\19\story_19-8-2012_pg7_4http://www.express.com.pk/epaper/PoPupwindow.aspx?newsID=1101599031&Issue=NP_LHE&Date=20120819  ,70.1455,32.9746,25.4,77.72
311,"Sunday, August 19, 2012",6:45,Mana- Shawal Area,North Waziristan,FATA,0,0,4,7,0,0,4,7,0,4,N,Two Vehicles Were Targeted,,http://www.express.com.pk/epaper/PoPupwindow.aspx?newsID=1101599907&Issue=NP_LHE&Date=20120820  http://www.thenews.com.pk/article-63983-US-drone-kills-four-in-North-Waziristan  http://www.washingtontimes.com/news/2012/aug/19/us-drones-kill-10-militants-northwest-pakistan/,70.1455,32.9746,25.585,78.053
312,"Sunday, August 19, 2012",,Mana- Shawal Area,North Waziristan,FATA,0,0,0,3,0,0,0,3,0,0,N,Targeted a Compound,Second Attack on Same Day- Only with Difference of Few Hours,http://www.thenews.com.pk/article-64019-Seven-killed-in-two-drone-strikes-in-NWA  http://www.washingtontimes.com/news/2012/aug/19/us-drones-kill-10-militants-northwest-pakistan/  http://www.express.com.pk/epaper/PoPupwindow.aspx?newsID=1101599907&Issue=NP_LHE&Date=20120820,70.1455,32.9746,25.585,78.053
313,"Tuesday, August 21, 2012",,Shna Khora- 5km West of Miranshah,North Waziristan,FATA,0,0,3,6,0,0,3,6,3,4,N,Drone Fired Fours Missiles on a Vehicle,,http://www.nation.com.pk/pakistan-news-newspaper-daily-english-online/national/22-Aug-2012/at-least-3-people-killed-in-us-drone-strike-in-north-waziristan  http://www.express.com.pk/epaper/PoPupwindow.aspx?newsID=1101600816&Issue=NP_LHE&Date=20120823  http://dawn.com/2012/08/23/drone-attack-kills-6-reports-about-operation-grip-n-waziristan/,70.1455,32.9746,26.385,79.493
314,"Friday, August 24, 2012",,Makki Gharr- Shawal Area,North Waziristan,FATA,0,6,0,0,0,0,5,6,0,0,N,Almost 10 missiles were targeted on Compounds in Different Areas of N.W.,Targetted People Belong to Hafiz Gul Bahadur Group ,http://www.express.com.pk/epaper/PoPupwindow.aspx?newsID=1101602785&Issue=NP_LHE&Date=20120825  http://www.nation.com.pk/pakistan-news-newspaper-daily-english-online/national/25-Aug-2012/on-heels-of-demarche-drones-kill-18-in-nwa,70.1455,32.9746,24.815,76.667
315,"Friday, August 24, 2012",,Tonda Darra- Shawal Area,North Waziristan,FATA,0,6,0,0,0,0,4,6,0,0,N,Almost 10 missiles were targeted on Compounds in Different Areas of N.W.,Targetted People Belong to Hafiz Gul Bahadur Group ,,70.1455,32.9746,24.815,76.667
316,"Friday, August 24, 2012",,Darra Nishtar- Shawal Area,North Waziristan,FATA,0,8,0,0,0,0,5,8,0,14,N,Almost 10 missiles were targeted on Compounds in Different Areas of N.W.,Targetted People Belong to Hafiz Gul Bahadur Group ,,70.1455,32.9746,24.815,76.667
317,"Saturday, September 01, 2012",9:00,Degan Area- Datta Khel,North Waziristan,FATA,0,0,4,6,0,0,4,6,0,2,N,Four missiles Targeted a Compound and a Vehicle,,http://tribune.com.pk/story/430045/n-waziristan-attack-six-militants-die-in-latest-drone-strike/  http://www.dailytimes.com.pk/default.asp?page=2012\09\02\story_2-9-2012_pg1_3  http://www.express.com.pk/epaper/PoPupwindow.aspx?newsID=1101609360&Issue=NP_LHE&Date=20120902  http://dawn.com/2012/09/01/three-killed-in-drone-attack-in-north-waziristan/,70.1455,32.9746,24.26,75.668
318,"Saturday, September 22, 2012",,Datta Khel,North Waziristan,FATA,0,0,3,4,0,0,3,4,0,2,N,Missiles Targeted a Moving vehicle,,http://tribune.com.pk/story/441109/drone-strike-3-militants-killed-in-north-waziristan/  http://www.dailytimes.com.pk/default.asp?page=2012\09\23\story_23-9-2012_pg1_3  http://www.express.com.pk/epaper/PoPupwindow.aspx?newsID=1101626580&Issue=NP_LHE&Date=20120923,70.1455,32.9746,18.245,64.841
319,"Monday, September 24, 2012",,Kaderkhail Village- 40km East of Miranshah,North Waziristan,FATA,0,0,5,6,0,0,5,6,0,0,N,Two Missiles Fired on a Compound,,http://www.express.com.pk/epaper/PoPupwindow.aspx?newsID=1101628242&Issue=NP_LHE&Date=20120925  http://www.dailytimes.com.pk/default.asp?page=2012\09\25\story_25-9-2012_pg7_2  http://tribune.com.pk/story/441970/us-drone-kills-five-militants-officials/,70.1455,32.9746,19.07,66.326
320,"Monday, October 01, 2012",,Khaiderkhel Area- 30 km East of Miranshah,North Waziristan,FATA,0,0,0,3,0,0,0,3,0,0,N,4 missiles were fired on a vehicle,,http://tribune.com.pk/story/445548/north-waziristan-us-drone-strike-kills-three-militants/  http://www.express.com.pk/epaper/PoPupwindow.aspx?newsID=1101633798&Issue=NP_LHE&Date=20121002  http://www.dailytimes.com.pk/default.asp?page=2012\10\02\story_2-10-2012_pg7_4,70.1455,32.9746,18.645,65.561
321,"Wednesday, October 10, 2012",4:00,Hurmaz village of Mir ali Tehsil,North Waziristan,FATA,0,0,0,5,0,0,0,5,0,0,N,4 missiles were fired on a compound,Frist Drone attack following massive anti-drone rally of PTI,http://www.express.com.pk/epaper/PoPupwindow.aspx?newsID=1101641510&Issue=NP_LHE&Date=20121011  http://www.dailytimes.com.pk/default.asp?page=2012\10\11\story_11-10-2012_pg7_4  http://tribune.com.pk/story/449904/drones-kill-five-militants-in-north-waziristan/,70.1455,32.9746,15.345,59.621
